ISCO,job_title,category,category_label
8121,centrifugal casting machinist,33,Stationary plant and machine operators
9329,smith's mate,38,"Labourers in mining, construction, manufacturing and transport"
8141,tyre factory worker,33,Stationary plant and machine operators
2266,audiology expert,8,Health professionals
2149,materials engineering adviser,7,Science and engineering professionals
7113,serpentine worker,28,"Building and related trades workers, excluding electricians"
8154,felt miller,33,Stationary plant and machine operators
5141,style director,22,Personal service workers
8154,hat dyer,33,Stationary plant and machine operators
7123,plasterer,28,"Building and related trades workers, excluding electricians"
4221,travel supervisor,19,Customer services clerks
3339,literary adviser,15,Business and administration associate professionals
9311,salvage man,38,"Labourers in mining, construction, manufacturing and transport"
3118,printed circuit board (PCB) designer,13,Science and engineering associate professionals
7315,glassblower,30,Handicraft and printing workers
3359,pals officer,15,Business and administration associate professionals
5311,school bus assistant,24,Personal care workers
2310,university chemistry lecturer,9,Teaching professionals
7223,laser set up operator,29,"Metal, machinery and related trades workers"
7223,cutter-off,29,"Metal, machinery and related trades workers"
2310,higher education mathematics teacher,9,Teaching professionals
1431,theatre manager,6,"Hospitality, retail and other services managers"
2143,supermarket recycling co-ordinator,7,Science and engineering professionals
2513,web engineer,11,Information and communications technology professionals
7512,table man,32,"Food processing, wood working, garment and other craft and related trades workers"
1344,youth mentoring director,5,Production and specialised services managers
3411,crown court clerk,16,"Legal, social, cultural and related associate professionals"
8114,curb maker,33,Stationary plant and machine operators
7549,floral decorator,32,"Food processing, wood working, garment and other craft and related trades workers"
8131,ammonium chloride maker,33,Stationary plant and machine operators
2642,humor columnist,12,"Legal, social and cultural professionals"
3343,senior administrative secretary,15,Business and administration associate professionals
1321,leatherware quality supervisor,5,Production and specialised services managers
1221,sales and marketing director,4,Administrative and commercial managers
9412,food assistant,39,Food preparation assistants
2221,staff nurse,8,Health professionals
7531, women,32,"Food processing, wood working, garment and other craft and related trades workers"
2149,energy storage systems engineer,7,Science and engineering professionals
2651,conceptual creator,12,"Legal, social and cultural professionals"
1324, ships and aircraft distribution planner,5,Production and specialised services managers
8212,electric keyboard builder,34,Assemblers
2511,ICT systems analyst,11,Information and communications technology professionals
2131,microbiology research analyst,7,Science and engineering professionals
3122,precision maintenance machine team leader,13,Science and engineering associate professionals
8157,laundry operator,33,Stationary plant and machine operators
5244,telesales canvasser,23,Sales workers
2113,cosmetics formulation chemist,7,Science and engineering professionals
2413,investment accounting analyst,10,Business and administration professionals
3331,customs compliance specialist in china and glassware,15,Business and administration associate professionals
8111,chargeman,33,Stationary plant and machine operators
1324,trainee sugar,5,Production and specialised services managers
8114,plugger,33,Stationary plant and machine operators
5153,site officer,22,Personal service workers
3423,helmsman instructor,16,"Legal, social, cultural and related associate professionals"
3331,graduate import specialist in textiles and textile semi-finished and raw materials,15,Business and administration associate professionals
1324,trainee textile industry machinery distribution manager,5,Production and specialised services managers
2431,research executive,10,Business and administration professionals
1221,banking product manager,4,Administrative and commercial managers
