ISCO,job_title,sub_major_category,sub_major_category_label,major_category,major_category_label
8160,cigarette rolling machine operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7317,brush maker,73,Handicraft and printing workers,7,Craft and Related Trades Workers
5222,store supervisor,52,Sales workers,5,Service and Sales Workers
2149,quntity surveyor,21,Science and engineering professionals,2,Professionals
8131,ink mixer,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7421,maritime electronics wiring technician,74,Electrical and Electronics Trades Workers,7,Craft and Related Trades Workers
5223,delicatessen counter specialised seller,52,Sales workers,5,Service and Sales Workers
7223,automatic nibbling drill operative,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
3435,property maker and designer,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
3131,power house attendant,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
2114,hydrology research analyst,21,Science and engineering professionals,2,Professionals
8172,sawmill tender,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
3324,wholesaler in machine tools,33,Business and administration associate professionals,3,Technicians and Associate Professionals
8143,cardboard products assembly worker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
1349,interpretation agency director,13,Production and Specialized Services Managers,1,Managers
5246,food production assistant,52,Sales workers,5,Service and Sales Workers
5142,sun parlour attendant,51,Personal service workers,5,Service and Sales Workers
1349,energy and sustainability manager,13,Production and Specialized Services Managers,1,Managers
9321,bottler,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
3423,yoga and pilates matwork teacher,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
7512,pie maker,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
8343,haulage motor man,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
3359,chief forestry inspector,33,Business and administration associate professionals,3,Technicians and Associate Professionals
7223,linishing machine worker,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
3351,border force official,33,Business and administration associate professionals,3,Technicians and Associate Professionals
7535,leather sorter,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
2320,trainer in agriculture,23,Teaching professionals,2,Professionals
5241,artists' model,52,Sales workers,5,Service and Sales Workers
2412,investment fund office clerk,24,Business and administration professionals,2,Professionals
8122,enamel machine technician,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2263,asbestos consultant,22,Health professionals,2,Professionals
8111,dinker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
3412,community engagement officer,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
3331,senior import export specialist in dairy products and edible oils,33,Business and administration associate professionals,3,Technicians and Associate Professionals
3341,call centre reporting analyst,33,Business and administration associate professionals,3,Technicians and Associate Professionals
4412,works postwoman,44,Other clerical support workers,4,Clerical Support Workers
2163,model fabricator,21,Science and engineering professionals,2,Professionals
7513,dairyman's assistant,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
2519,field manager,25,Information and communications technology professionals,2,Professionals
1324,assistant import manager in dairy products and edible oils,13,Production and Specialized Services Managers,1,Managers
2141,productions engineer,21,Science and engineering professionals,2,Professionals
3324,ship broker,33,Business and administration associate professionals,3,Technicians and Associate Professionals
7223,multi-spindle routing machinist,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
8151,waste piecer,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2512,mobile developer,25,Information and communications technology professionals,2,Professionals
2330,history teacher in high school,23,Teaching professionals,2,Professionals
3114,medical device repairer,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
1330,software managers,13,Production and Specialized Services Managers,1,Managers
2163,jewellery artist & designer,21,Science and engineering professionals,2,Professionals
1324,trainee import manager in machine tools,13,Production and Specialized Services Managers,1,Managers
2351,education studies analyst,23,Teaching professionals,2,Professionals
3321,insurance team manager,33,Business and administration associate professionals,3,Technicians and Associate Professionals
5113,visitor educator,51,Personal service workers,5,Service and Sales Workers
3521,recording sound technician,35,Information and communications technicians,3,Technicians and Associate Professionals
7536,strap cutter,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
9112,chalet maid,91,Cleaners and helpers,9,Elementary Occupations
7232,piston aircraft engine specialist,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
2413,banking associate,24,Business and administration professionals,2,Professionals
3521,sound technician,35,Information and communications technicians,3,Technicians and Associate Professionals
3323,assistant supply chain planner,33,Business and administration associate professionals,3,Technicians and Associate Professionals
3343,college administrator,33,Business and administration associate professionals,3,Technicians and Associate Professionals
8153,collar machinist,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2635,asylum support worker,26,"Legal, social and cultural professionals",2,Professionals
8182,leading stoker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
4212,dealer,42,Customer services clerks,4,Clerical Support Workers
8151,staple yarn spinner,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7231,bus-body builder,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
3359,fuel inspector,33,Business and administration associate professionals,3,Technicians and Associate Professionals
110,royal air force officer,1,Commissioned armed forces officers,0,Armed Forces Occupations
2422,legal policy officer for regional development,24,Business and administration professionals,2,Professionals
2131,university researcher,21,Science and engineering professionals,2,Professionals
2634,school psychologist,26,"Legal, social and cultural professionals",2,Professionals
6210,woodland officer,62,"Market-oriented skilled forestry, fishery and hunting workers",6,"Skilled Agricultural, Forestry and Fishery Workers"
3111,chromatography technician,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
1324,airport security manager,13,Production and Specialized Services Managers,1,Managers
3119,aviation security supervisor,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
